#World 1 - First
$-1;-1;47 0 43 3 85 30 46 31 31 99 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;72 1 70 33 24 2 60 30 39 50 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;1 43 51 17 99 72 99 11 67 34 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;66 11 54 33 81 93 81 50 72 76 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;66 11 54 33 81 93 81 50 72 76 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0

$-1;-1;47 0 43 3 85 30 46 31 31 99 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;72 1 70 33 24 2 60 30 39 50 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;1 43 51 17 99 72 99 11 67 34 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;66 11 54 33 81 93 81 50 72 76 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;66 11 54 33 81 93 81 50 72 76 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0

$-1;-1;47 0 43 3 85 30 46 31 31 99 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;72 1 70 33 24 2 60 30 39 50 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;1 43 51 17 99 72 99 11 67 34 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;66 11 54 33 81 93 81 50 72 76 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;66 11 54 33 81 93 81 50 72 76 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0

$-1;-1;47 0 43 3 85 30 46 31 31 99 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;72 1 70 33 24 2 60 30 39 50 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;1 43 51 17 99 72 99 11 67 34 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
$-1;-1;66 11 54 33 81 93 81 50 72 76 ;0 1 0 2 1 2 1 3 2 3 2 4 3 4 3 0
